disease,antecedent,consequent,support,confidence
Alcoholic hepatitis," distention_of_abdomen,  swelling_of_stomach,  vomiting"," fluid_overload,  yellowish_skin,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.765
Alcoholic hepatitis," distention_of_abdomen,  swelling_of_stomach,  yellowish_skin"," fluid_overload,  abdominal_pain,  history_of_alcohol_consumption,  vomiting",0.65,0.765
Alcoholic hepatitis," distention_of_abdomen,  yellowish_skin,  vomiting"," fluid_overload,  swelling_of_stomach,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.765
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption"," distention_of_abdomen,  abdominal_pain,  yellowish_skin,  vomiting",0.65,0.765
Alcoholic hepatitis," fluid_overload,  history_of_alcohol_consumption,  vomiting"," swelling_of_stomach,  distention_of_abdomen,  abdominal_pain,  yellowish_skin",0.65,0.765
Alcoholic hepatitis," fluid_overload,  yellowish_skin,  history_of_alcohol_consumption"," swelling_of_stomach,  distention_of_abdomen,  abdominal_pain,  vomiting",0.65,0.765
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  vomiting"," yellowish_skin,  distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.765
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  yellowish_skin"," distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption,  vomiting",0.65,0.765
Alcoholic hepatitis," fluid_overload,  yellowish_skin,  vomiting"," swelling_of_stomach,  distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.765
Alcoholic hepatitis," swelling_of_stomach,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  distention_of_abdomen,  abdominal_pain,  yellowish_skin",0.65,0.765
Alcoholic hepatitis," yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption"," fluid_overload,  distention_of_abdomen,  abdominal_pain,  vomiting",0.65,0.765
Alcoholic hepatitis," yellowish_skin,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  swelling_of_stomach,  distention_of_abdomen,  abdominal_pain",0.65,0.765
Alcoholic hepatitis," swelling_of_stomach,  yellowish_skin,  vomiting"," fluid_overload,  distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.765
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption"," swelling_of_stomach,  yellowish_skin,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  distention_of_abdomen,  abdominal_pain"," yellowish_skin,  history_of_alcohol_consumption,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  abdominal_pain,  vomiting"," yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  abdominal_pain,  yellowish_skin"," swelling_of_stomach,  history_of_alcohol_consumption,  vomiting",0.65,0.812
Alcoholic hepatitis," swelling_of_stomach,  distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption"," fluid_overload,  yellowish_skin,  vomiting",0.65,0.812
Alcoholic hepatitis," distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  swelling_of_stomach,  yellowish_skin",0.65,0.812
Alcoholic hepatitis," yellowish_skin,  distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption"," fluid_overload,  swelling_of_stomach,  vomiting",0.65,0.812
Alcoholic hepatitis," swelling_of_stomach,  distention_of_abdomen,  abdominal_pain,  vomiting"," fluid_overload,  yellowish_skin,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," swelling_of_stomach,  distention_of_abdomen,  abdominal_pain,  yellowish_skin"," fluid_overload,  history_of_alcohol_consumption,  vomiting",0.65,0.812
Alcoholic hepatitis," distention_of_abdomen,  abdominal_pain,  yellowish_skin,  vomiting"," fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  abdominal_pain,  history_of_alcohol_consumption"," distention_of_abdomen,  yellowish_skin,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  abdominal_pain,  history_of_alcohol_consumption,  vomiting"," distention_of_abdomen,  swelling_of_stomach,  yellowish_skin",0.65,0.812
Alcoholic hepatitis," fluid_overload,  yellowish_skin,  abdominal_pain,  history_of_alcohol_consumption"," distention_of_abdomen,  swelling_of_stomach,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  abdominal_pain,  vomiting"," yellowish_skin,  distention_of_abdomen,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  abdominal_pain,  yellowish_skin"," distention_of_abdomen,  history_of_alcohol_consumption,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  abdominal_pain,  yellowish_skin,  vomiting"," distention_of_abdomen,  swelling_of_stomach,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," swelling_of_stomach,  abdominal_pain,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  distention_of_abdomen,  yellowish_skin",0.65,0.812
Alcoholic hepatitis," swelling_of_stomach,  yellowish_skin,  abdominal_pain,  history_of_alcohol_consumption"," fluid_overload,  distention_of_abdomen,  vomiting",0.65,0.812
Alcoholic hepatitis," yellowish_skin,  abdominal_pain,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  distention_of_abdomen,  swelling_of_stomach",0.65,0.812
Alcoholic hepatitis," swelling_of_stomach,  abdominal_pain,  yellowish_skin,  vomiting"," fluid_overload,  distention_of_abdomen,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  swelling_of_stomach,  history_of_alcohol_consumption"," abdominal_pain,  yellowish_skin,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  history_of_alcohol_consumption,  vomiting"," swelling_of_stomach,  abdominal_pain,  yellowish_skin",0.65,0.812
Alcoholic hepatitis," fluid_overload,  yellowish_skin,  distention_of_abdomen,  history_of_alcohol_consumption"," swelling_of_stomach,  abdominal_pain,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  swelling_of_stomach,  vomiting"," yellowish_skin,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  swelling_of_stomach,  yellowish_skin"," abdominal_pain,  history_of_alcohol_consumption,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  distention_of_abdomen,  yellowish_skin,  vomiting"," swelling_of_stomach,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," distention_of_abdomen,  swelling_of_stomach,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  abdominal_pain,  yellowish_skin",0.65,0.812
Alcoholic hepatitis," yellowish_skin,  distention_of_abdomen,  swelling_of_stomach,  history_of_alcohol_consumption"," fluid_overload,  abdominal_pain,  vomiting",0.65,0.812
Alcoholic hepatitis," yellowish_skin,  distention_of_abdomen,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  swelling_of_stomach,  abdominal_pain",0.65,0.812
Alcoholic hepatitis," distention_of_abdomen,  swelling_of_stomach,  yellowish_skin,  vomiting"," fluid_overload,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  vomiting"," distention_of_abdomen,  abdominal_pain,  yellowish_skin",0.65,0.812
Alcoholic hepatitis," fluid_overload,  yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption"," distention_of_abdomen,  abdominal_pain,  vomiting",0.65,0.812
Alcoholic hepatitis," fluid_overload,  yellowish_skin,  history_of_alcohol_consumption,  vomiting"," swelling_of_stomach,  distention_of_abdomen,  abdominal_pain",0.65,0.812
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  yellowish_skin,  vomiting"," distention_of_abdomen,  abdominal_pain,  history_of_alcohol_consumption",0.65,0.812
Alcoholic hepatitis," yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  distention_of_abdomen,  abdominal_pain",0.65,0.812
Alcoholic hepatitis," abdominal_pain,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen"," yellowish_skin,  vomiting",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  fluid_overload,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting"," swelling_of_stomach,  yellowish_skin",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  history_of_alcohol_consumption,  distention_of_abdomen"," swelling_of_stomach,  vomiting",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  fluid_overload,  swelling_of_stomach,  distention_of_abdomen,  vomiting"," yellowish_skin,  history_of_alcohol_consumption",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  swelling_of_stomach,  distention_of_abdomen"," history_of_alcohol_consumption,  vomiting",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  distention_of_abdomen,  vomiting"," swelling_of_stomach,  history_of_alcohol_consumption",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting"," fluid_overload,  yellowish_skin",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen"," fluid_overload,  vomiting",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting"," fluid_overload,  swelling_of_stomach",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  swelling_of_stomach,  distention_of_abdomen,  vomiting"," fluid_overload,  history_of_alcohol_consumption",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  vomiting"," distention_of_abdomen,  yellowish_skin",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption"," distention_of_abdomen,  vomiting",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  history_of_alcohol_consumption,  vomiting"," distention_of_abdomen,  swelling_of_stomach",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  swelling_of_stomach,  vomiting"," distention_of_abdomen,  history_of_alcohol_consumption",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption,  vomiting"," fluid_overload,  distention_of_abdomen",0.65,0.867
Alcoholic hepatitis," fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting"," abdominal_pain,  yellowish_skin",0.65,0.867
Alcoholic hepatitis," yellowish_skin,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen"," abdominal_pain,  vomiting",0.65,0.867
Alcoholic hepatitis," yellowish_skin,  fluid_overload,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting"," swelling_of_stomach,  abdominal_pain",0.65,0.867
Alcoholic hepatitis," yellowish_skin,  fluid_overload,  swelling_of_stomach,  distention_of_abdomen,  vomiting"," abdominal_pain,  history_of_alcohol_consumption",0.65,0.867
Alcoholic hepatitis," yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting"," fluid_overload,  abdominal_pain",0.65,0.867
Alcoholic hepatitis," yellowish_skin,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  vomiting"," distention_of_abdomen,  abdominal_pain",0.65,0.867
Alcoholic hepatitis," abdominal_pain,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting", yellowish_skin,0.65,0.929
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen", vomiting,0.65,0.929
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting", swelling_of_stomach,0.65,0.929
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  swelling_of_stomach,  distention_of_abdomen,  vomiting", history_of_alcohol_consumption,0.65,0.929
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting", fluid_overload,0.65,0.929
Alcoholic hepatitis," abdominal_pain,  yellowish_skin,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  vomiting", distention_of_abdomen,0.65,0.929
Alcoholic hepatitis," yellowish_skin,  fluid_overload,  swelling_of_stomach,  history_of_alcohol_consumption,  distention_of_abdomen,  vomiting", abdominal_pain,0.65,0.929
Chronic cholestasis, loss_of_appetite, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, loss_of_appetite,0.9,0.947
Chronic cholestasis, yellowing_of_eyes,itching,0.9,0.947
Chronic cholestasis,itching, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, nausea, vomiting,0.9,0.947
Chronic cholestasis, vomiting, nausea,0.9,0.947
Chronic cholestasis, nausea,itching,0.9,0.947
Chronic cholestasis,itching, nausea,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, abdominal_pain, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, abdominal_pain,0.9,0.947
Chronic cholestasis, vomiting, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, vomiting,0.9,0.947
Chronic cholestasis, abdominal_pain,itching,0.9,0.947
Chronic cholestasis,itching, abdominal_pain,0.9,0.947
Chronic cholestasis, abdominal_pain, vomiting,0.9,0.947
Chronic cholestasis, vomiting, abdominal_pain,0.9,0.947
Chronic cholestasis, abdominal_pain, nausea,0.9,0.947
Chronic cholestasis, nausea, abdominal_pain,0.9,0.947
Chronic cholestasis, abdominal_pain, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, abdominal_pain,0.9,0.947
Chronic cholestasis, nausea, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, nausea,0.9,0.947
Chronic cholestasis, yellowish_skin,itching,0.9,0.947
Chronic cholestasis,itching, yellowish_skin,0.9,0.947
Chronic cholestasis, vomiting, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, vomiting,0.9,0.947
Chronic cholestasis, loss_of_appetite,itching,0.9,0.947
Chronic cholestasis,itching, loss_of_appetite,0.9,0.947
Chronic cholestasis, loss_of_appetite, vomiting,0.9,0.947
Chronic cholestasis, vomiting, loss_of_appetite,0.9,0.947
Chronic cholestasis, abdominal_pain, loss_of_appetite,0.9,0.947
Chronic cholestasis, loss_of_appetite, abdominal_pain,0.9,0.947
Chronic cholestasis, vomiting,itching,0.9,0.947
Chronic cholestasis,itching, vomiting,0.9,0.947
Chronic cholestasis, loss_of_appetite, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, loss_of_appetite,0.9,0.947
Chronic cholestasis, loss_of_appetite, nausea,0.9,0.947
Chronic cholestasis, nausea, loss_of_appetite,0.9,0.947
Chronic cholestasis, nausea, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, nausea,0.9,0.947
Chronic cholestasis, loss_of_appetite, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, loss_of_appetite,0.9,0.947
Chronic cholestasis, yellowing_of_eyes,itching,0.9,0.947
Chronic cholestasis,itching, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, nausea, vomiting,0.9,0.947
Chronic cholestasis, vomiting, nausea,0.9,0.947
Chronic cholestasis, nausea,itching,0.9,0.947
Chronic cholestasis,itching, nausea,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, abdominal_pain, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, abdominal_pain,0.9,0.947
Chronic cholestasis, vomiting, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, vomiting,0.9,0.947
Chronic cholestasis, abdominal_pain,itching,0.9,0.947
Chronic cholestasis,itching, abdominal_pain,0.9,0.947
Chronic cholestasis, abdominal_pain, vomiting,0.9,0.947
Chronic cholestasis, vomiting, abdominal_pain,0.9,0.947
Chronic cholestasis, abdominal_pain, nausea,0.9,0.947
Chronic cholestasis, nausea, abdominal_pain,0.9,0.947
Chronic cholestasis, abdominal_pain, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, abdominal_pain,0.9,0.947
Chronic cholestasis, nausea, yellowing_of_eyes,0.9,0.947
Chronic cholestasis, yellowing_of_eyes, nausea,0.9,0.947
Chronic cholestasis, yellowish_skin,itching,0.9,0.947
Chronic cholestasis,itching, yellowish_skin,0.9,0.947
Chronic cholestasis, vomiting, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, vomiting,0.9,0.947
Chronic cholestasis, loss_of_appetite,itching,0.9,0.947
Chronic cholestasis,itching, loss_of_appetite,0.9,0.947
Chronic cholestasis, loss_of_appetite, vomiting,0.9,0.947
Chronic cholestasis, vomiting, loss_of_appetite,0.9,0.947
Chronic cholestasis, abdominal_pain, loss_of_appetite,0.9,0.947
Chronic cholestasis, loss_of_appetite, abdominal_pain,0.9,0.947
Chronic cholestasis, vomiting,itching,0.9,0.947
Chronic cholestasis,itching, vomiting,0.9,0.947
Chronic cholestasis, loss_of_appetite, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, loss_of_appetite,0.9,0.947
Chronic cholestasis, loss_of_appetite, nausea,0.9,0.947
Chronic cholestasis, nausea, loss_of_appetite,0.9,0.947
Chronic cholestasis, nausea, yellowish_skin,0.9,0.947
Chronic cholestasis, yellowish_skin, nausea,0.9,0.947
Chronic cholestasis, loss_of_appetite," yellowish_skin,  vomiting",0.85,0.895
Chronic cholestasis, vomiting," yellowish_skin,  loss_of_appetite",0.85,0.895
Chronic cholestasis, yellowish_skin," vomiting,  loss_of_appetite",0.85,0.895
Chronic cholestasis," vomiting,  loss_of_appetite", yellowish_skin,0.85,0.944
Chronic cholestasis," yellowish_skin,  loss_of_appetite", vomiting,0.85,0.944
Chronic cholestasis," yellowish_skin,  vomiting", loss_of_appetite,0.85,0.944
Chronic cholestasis, nausea," yellowing_of_eyes,  vomiting",0.85,0.895
Chronic cholestasis, vomiting," yellowing_of_eyes,  nausea",0.85,0.895
Chronic cholestasis, yellowing_of_eyes," nausea,  vomiting",0.85,0.895
Chronic cholestasis," nausea,  vomiting", yellowing_of_eyes,0.85,0.944
Chronic cholestasis," yellowing_of_eyes,  nausea", vomiting,0.85,0.944
Chronic cholestasis," yellowing_of_eyes,  vomiting", nausea,0.85,0.944
Chronic cholestasis, abdominal_pain," nausea,  yellowish_skin",0.85,0.895
Chronic cholestasis, nausea," abdominal_pain,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowish_skin," nausea,  abdominal_pain",0.85,0.895
Chronic cholestasis," nausea,  abdominal_pain", yellowish_skin,0.85,0.944
Chronic cholestasis," abdominal_pain,  yellowish_skin", nausea,0.85,0.944
Chronic cholestasis," nausea,  yellowish_skin", abdominal_pain,0.85,0.944
Chronic cholestasis, abdominal_pain," yellowing_of_eyes,  nausea",0.85,0.895
Chronic cholestasis, nausea," yellowing_of_eyes,  abdominal_pain",0.85,0.895
Chronic cholestasis, yellowing_of_eyes," nausea,  abdominal_pain",0.85,0.895
Chronic cholestasis," nausea,  abdominal_pain", yellowing_of_eyes,0.85,0.944
Chronic cholestasis," yellowing_of_eyes,  abdominal_pain", nausea,0.85,0.944
Chronic cholestasis," yellowing_of_eyes,  nausea", abdominal_pain,0.85,0.944
Chronic cholestasis, abdominal_pain,"itching,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowish_skin,"itching,  abdominal_pain",0.85,0.895
Chronic cholestasis,itching," abdominal_pain,  yellowish_skin",0.85,0.895
Chronic cholestasis," abdominal_pain,  yellowish_skin",itching,0.85,0.944
Chronic cholestasis,"itching,  abdominal_pain", yellowish_skin,0.85,0.944
Chronic cholestasis,"itching,  yellowish_skin", abdominal_pain,0.85,0.944
Chronic cholestasis, abdominal_pain," yellowish_skin,  vomiting",0.85,0.895
Chronic cholestasis, vomiting," abdominal_pain,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowish_skin," abdominal_pain,  vomiting",0.85,0.895
Chronic cholestasis," abdominal_pain,  vomiting", yellowish_skin,0.85,0.944
Chronic cholestasis," abdominal_pain,  yellowish_skin", vomiting,0.85,0.944
Chronic cholestasis," yellowish_skin,  vomiting", abdominal_pain,0.85,0.944
Chronic cholestasis, yellowing_of_eyes,"itching,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowish_skin,"itching,  yellowing_of_eyes",0.85,0.895
Chronic cholestasis,itching," yellowing_of_eyes,  yellowish_skin",0.85,0.895
Chronic cholestasis," yellowing_of_eyes,  yellowish_skin",itching,0.85,0.944
Chronic cholestasis,"itching,  yellowing_of_eyes", yellowish_skin,0.85,0.944
Chronic cholestasis,"itching,  yellowish_skin", yellowing_of_eyes,0.85,0.944
Chronic cholestasis, loss_of_appetite,"itching,  yellowing_of_eyes",0.85,0.895
Chronic cholestasis, yellowing_of_eyes,"itching,  loss_of_appetite",0.85,0.895
Chronic cholestasis,itching," yellowing_of_eyes,  loss_of_appetite",0.85,0.895
Chronic cholestasis," yellowing_of_eyes,  loss_of_appetite",itching,0.85,0.944
Chronic cholestasis,"itching,  loss_of_appetite", yellowing_of_eyes,0.85,0.944
Chronic cholestasis,"itching,  yellowing_of_eyes", loss_of_appetite,0.85,0.944
Chronic cholestasis, nausea,"itching,  yellowing_of_eyes",0.85,0.895
Chronic cholestasis, yellowing_of_eyes,"itching,  nausea",0.85,0.895
Chronic cholestasis,itching," yellowing_of_eyes,  nausea",0.85,0.895
Chronic cholestasis," yellowing_of_eyes,  nausea",itching,0.85,0.944
Chronic cholestasis,"itching,  nausea", yellowing_of_eyes,0.85,0.944
Chronic cholestasis,"itching,  yellowing_of_eyes", nausea,0.85,0.944
Chronic cholestasis, abdominal_pain,"itching,  yellowing_of_eyes",0.85,0.895
Chronic cholestasis, yellowing_of_eyes,"itching,  abdominal_pain",0.85,0.895
Chronic cholestasis,itching," yellowing_of_eyes,  abdominal_pain",0.85,0.895
Chronic cholestasis," yellowing_of_eyes,  abdominal_pain",itching,0.85,0.944
Chronic cholestasis,"itching,  abdominal_pain", yellowing_of_eyes,0.85,0.944
Chronic cholestasis,"itching,  yellowing_of_eyes", abdominal_pain,0.85,0.944
Chronic cholestasis, abdominal_pain," nausea,  vomiting",0.85,0.895
Chronic cholestasis, nausea," abdominal_pain,  vomiting",0.85,0.895
Chronic cholestasis, vomiting," nausea,  abdominal_pain",0.85,0.895
Chronic cholestasis," nausea,  abdominal_pain", vomiting,0.85,0.944
Chronic cholestasis," abdominal_pain,  vomiting", nausea,0.85,0.944
Chronic cholestasis," nausea,  vomiting", abdominal_pain,0.85,0.944
Chronic cholestasis, abdominal_pain,"itching,  nausea",0.85,0.895
Chronic cholestasis, nausea,"itching,  abdominal_pain",0.85,0.895
Chronic cholestasis,itching," nausea,  abdominal_pain",0.85,0.895
Chronic cholestasis," nausea,  abdominal_pain",itching,0.85,0.944
Chronic cholestasis,"itching,  abdominal_pain", nausea,0.85,0.944
Chronic cholestasis,"itching,  nausea", abdominal_pain,0.85,0.944
Chronic cholestasis, abdominal_pain," yellowing_of_eyes,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowing_of_eyes," abdominal_pain,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowish_skin," yellowing_of_eyes,  abdominal_pain",0.85,0.895
Chronic cholestasis," yellowing_of_eyes,  abdominal_pain", yellowish_skin,0.85,0.944
Chronic cholestasis," abdominal_pain,  yellowish_skin", yellowing_of_eyes,0.85,0.944
Chronic cholestasis," yellowing_of_eyes,  yellowish_skin", abdominal_pain,0.85,0.944
Chronic cholestasis, abdominal_pain,"itching,  vomiting",0.85,0.895
Chronic cholestasis, vomiting,"itching,  abdominal_pain",0.85,0.895
Chronic cholestasis,itching," abdominal_pain,  vomiting",0.85,0.895
Chronic cholestasis," abdominal_pain,  vomiting",itching,0.85,0.944
Chronic cholestasis,"itching,  abdominal_pain", vomiting,0.85,0.944
Chronic cholestasis,"itching,  vomiting", abdominal_pain,0.85,0.944
Chronic cholestasis, vomiting,"itching,  yellowing_of_eyes",0.85,0.895
Chronic cholestasis, yellowing_of_eyes,"itching,  vomiting",0.85,0.895
Chronic cholestasis,itching," yellowing_of_eyes,  vomiting",0.85,0.895
Chronic cholestasis," yellowing_of_eyes,  vomiting",itching,0.85,0.944
Chronic cholestasis,"itching,  vomiting", yellowing_of_eyes,0.85,0.944
Chronic cholestasis,"itching,  yellowing_of_eyes", vomiting,0.85,0.944
Chronic cholestasis, nausea," yellowish_skin,  vomiting",0.85,0.895
Chronic cholestasis, vomiting," nausea,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowish_skin," nausea,  vomiting",0.85,0.895
Chronic cholestasis," nausea,  vomiting", yellowish_skin,0.85,0.944
Chronic cholestasis," nausea,  yellowish_skin", vomiting,0.85,0.944
Chronic cholestasis," yellowish_skin,  vomiting", nausea,0.85,0.944
Chronic cholestasis, nausea,"itching,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowish_skin,"itching,  nausea",0.85,0.895
Chronic cholestasis,itching," nausea,  yellowish_skin",0.85,0.895
Chronic cholestasis," nausea,  yellowish_skin",itching,0.85,0.944
Chronic cholestasis,"itching,  nausea", yellowish_skin,0.85,0.944
Chronic cholestasis,"itching,  yellowish_skin", nausea,0.85,0.944
Chronic cholestasis, vomiting," yellowing_of_eyes,  yellowish_skin",0.85,0.895
Chronic cholestasis, yellowing_of_eyes," yellowish_skin,  vomiting",0.85,0.895
Chronic cholestasis, yellowish_skin," yellowing_of_eyes,  vomiting",0.85,0.895
Chronic cholestasis," yellowing_of_eyes,  vomiting", yellowish_skin,0.85,0.944
Chronic cholestasis," yellowish_skin,  vomiting", yellowing_of_eyes,0.85,0.944
Chronic cholestasis," yellowing_of_eyes,  yellowish_skin", vomiting,0.85,0.944
Chronic cholestasis, loss_of_appetite," nausea,  vomiting",0.85,0.895
Chronic cholestasis, nausea," vomiting,  loss_of_appetite",0.85,0.895
Chronic cholestasis, vomiting," nausea,  loss_of_appetite",0.85,0.895
Chronic cholestasis," nausea,  loss_of_appetite", vomiting,0.85,0.944
Chronic cholestasis," vomiting,  loss_of_appetite", nausea,0.85,0.944
Chronic cholestasis," nausea,  vomiting", loss_of_appetite,0.85,0.944
Chronic cholestasis, loss_of_appetite,"itching,  nausea",0.85,0.895
Chronic cholestasis, nausea,"itching,  loss_of_appetite",0.85,0.895
Chronic cholestasis,itching," nausea,  loss_of_appetite",0.85,0.895
Chronic cholestasis," nausea,  loss_of_appetite",itching,0.85,0.944
Chronic cholestasis,"itching,  loss_of_appetite", nausea,0.85,0.944
Chronic cholestasis,"itching,  nausea", loss_of_appetite,0.85,0.944
