disease,itemset_size,itemset,support
Chronic cholestasis,2," abdominal_pain,  yellowing_of_eyes",0.9
Chronic cholestasis,2," nausea,  yellowing_of_eyes",0.9
Chronic cholestasis,2," yellowish_skin, itching",0.9
Chronic cholestasis,2," vomiting,  yellowish_skin",0.9
Chronic cholestasis,2," loss_of_appetite, itching",0.9
Chronic cholestasis,2," loss_of_appetite,  vomiting",0.9
Chronic cholestasis,2," abdominal_pain,  loss_of_appetite",0.9
Chronic cholestasis,2," vomiting, itching",0.9
Chronic cholestasis,2," loss_of_appetite,  yellowish_skin",0.9
Chronic cholestasis,2," loss_of_appetite,  nausea",0.9
Chronic cholestasis,2," nausea,  yellowish_skin",0.9
Chronic cholestasis,3," loss_of_appetite,  vomiting,  yellowish_skin",0.85
Chronic cholestasis,3," nausea,  vomiting,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  nausea,  yellowish_skin",0.85
Chronic cholestasis,3," abdominal_pain,  nausea,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  yellowish_skin, itching",0.85
Chronic cholestasis,3," abdominal_pain,  vomiting,  yellowish_skin",0.85
Chronic cholestasis,3," yellowing_of_eyes,  yellowish_skin, itching",0.85
Chronic cholestasis,3," loss_of_appetite,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," nausea,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," abdominal_pain,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," abdominal_pain,  nausea,  vomiting",0.85
Chronic cholestasis,3," abdominal_pain,  nausea, itching",0.85
Chronic cholestasis,3," abdominal_pain,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," abdominal_pain,  vomiting, itching",0.85
Chronic cholestasis,3," vomiting,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," nausea,  vomiting,  yellowish_skin",0.85
Chronic cholestasis,3," nausea,  yellowish_skin, itching",0.85
Chronic cholestasis,3," vomiting,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea,  vomiting",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea, itching",0.85
Chronic cholestasis,3," loss_of_appetite,  vomiting,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  vomiting,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  nausea",0.85
Chronic cholestasis,3," nausea,  vomiting, itching",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea,  yellowish_skin",0.85
Chronic cholestasis,3," loss_of_appetite,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite, itching",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  vomiting",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea,  yellowing_of_eyes",0.85
Chronic cholestasis,3," loss_of_appetite,  vomiting, itching",0.85
Chronic cholestasis,3," nausea,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," vomiting,  yellowish_skin, itching",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  yellowish_skin",0.85
Chronic cholestasis,3," loss_of_appetite,  yellowish_skin, itching",0.85
Chronic cholestasis,3," loss_of_appetite,  vomiting,  yellowish_skin",0.85
Chronic cholestasis,3," nausea,  vomiting,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  nausea,  yellowish_skin",0.85
Chronic cholestasis,3," abdominal_pain,  nausea,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  yellowish_skin, itching",0.85
Chronic cholestasis,3," abdominal_pain,  vomiting,  yellowish_skin",0.85
Chronic cholestasis,3," yellowing_of_eyes,  yellowish_skin, itching",0.85
Chronic cholestasis,3," loss_of_appetite,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," nausea,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," abdominal_pain,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," abdominal_pain,  nausea,  vomiting",0.85
Chronic cholestasis,3," abdominal_pain,  nausea, itching",0.85
Chronic cholestasis,3," abdominal_pain,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," abdominal_pain,  vomiting, itching",0.85
Chronic cholestasis,3," vomiting,  yellowing_of_eyes, itching",0.85
Chronic cholestasis,3," nausea,  vomiting,  yellowish_skin",0.85
Chronic cholestasis,3," nausea,  yellowish_skin, itching",0.85
Chronic cholestasis,3," vomiting,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea,  vomiting",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea, itching",0.85
Chronic cholestasis,3," loss_of_appetite,  vomiting,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  vomiting,  yellowing_of_eyes",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  nausea",0.85
Chronic cholestasis,3," nausea,  vomiting, itching",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea,  yellowish_skin",0.85
Chronic cholestasis,3," loss_of_appetite,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite, itching",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  vomiting",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes",0.85
Chronic cholestasis,3," loss_of_appetite,  nausea,  yellowing_of_eyes",0.85
Chronic cholestasis,3," loss_of_appetite,  vomiting, itching",0.85
Chronic cholestasis,3," nausea,  yellowing_of_eyes,  yellowish_skin",0.85
Chronic cholestasis,3," vomiting,  yellowish_skin, itching",0.85
Chronic cholestasis,3," abdominal_pain,  loss_of_appetite,  yellowish_skin",0.85
Chronic cholestasis,3," loss_of_appetite,  yellowish_skin, itching",0.85
Chronic cholestasis,4," loss_of_appetite,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," nausea,  vomiting,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," abdominal_pain,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  vomiting, itching",0.8
Chronic cholestasis,4," abdominal_pain,  vomiting,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," nausea,  vomiting,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  vomiting,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  vomiting,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  vomiting,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  vomiting,  yellowish_skin, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  vomiting,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  yellowish_skin, itching",0.8
Chronic cholestasis,4," nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  vomiting, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  yellowish_skin, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  vomiting,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea, itching",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea,  vomiting",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  vomiting, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," nausea,  vomiting,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," abdominal_pain,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  vomiting, itching",0.8
Chronic cholestasis,4," abdominal_pain,  vomiting,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," nausea,  vomiting,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  vomiting,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  vomiting,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  yellowish_skin, itching",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  vomiting,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  vomiting,  yellowish_skin, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  nausea,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  vomiting,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  yellowish_skin, itching",0.8
Chronic cholestasis,4," nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  vomiting, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  yellowish_skin, itching",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  vomiting,  yellowish_skin",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea, itching",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea,  vomiting",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes, itching",0.8
Chronic cholestasis,4," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes",0.8
Chronic cholestasis,4," loss_of_appetite,  nausea,  vomiting, itching",0.8
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  yellowish_skin, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  vomiting,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  vomiting,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  vomiting,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  vomiting, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  yellowish_skin, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," loss_of_appetite,  nausea,  vomiting,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  vomiting,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  nausea,  vomiting,  yellowish_skin, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowish_skin",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes, itching",0.75
Chronic cholestasis,5," abdominal_pain,  loss_of_appetite,  nausea,  vomiting, itching",0.75
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes, itching",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowish_skin, itching",0.7
Chronic cholestasis,6," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,6," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes, itching",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowish_skin, itching",0.7
Chronic cholestasis,6," loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,6," abdominal_pain,  loss_of_appetite,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,6," abdominal_pain,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.7
Chronic cholestasis,7," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.65
Chronic cholestasis,7," abdominal_pain,  loss_of_appetite,  nausea,  vomiting,  yellowing_of_eyes,  yellowish_skin, itching",0.65
Jaundice,1, abdominal_pain,0.95
Jaundice,1, dark_urine,0.95
Jaundice,1, fatigue,0.95
Jaundice,1, high_fever,0.95
Jaundice,1, vomiting,0.95
Jaundice,1, weight_loss,0.95
Jaundice,1, yellowish_skin,0.95
Jaundice,1,itching,0.95
Jaundice,2," dark_urine,  vomiting",0.9
Jaundice,2," vomiting,  yellowish_skin",0.9
Jaundice,2," fatigue,  high_fever",0.9
Jaundice,2," fatigue,  yellowish_skin",0.9
Jaundice,2," vomiting,  weight_loss",0.9
Jaundice,2," abdominal_pain,  weight_loss",0.9
Jaundice,2," high_fever,  vomiting",0.9
Jaundice,2," abdominal_pain,  yellowish_skin",0.9
Jaundice,2," dark_urine, itching",0.9
Jaundice,2," abdominal_pain,  high_fever",0.9
Jaundice,2," abdominal_pain,  fatigue",0.9
Jaundice,2," abdominal_pain,  vomiting",0.9
Jaundice,2," fatigue,  vomiting",0.9
Jaundice,2," weight_loss,  yellowish_skin",0.9
Jaundice,2," high_fever,  weight_loss",0.9
Jaundice,2," dark_urine,  yellowish_skin",0.9
Jaundice,2," abdominal_pain, itching",0.9
Jaundice,2," dark_urine,  high_fever",0.9
Jaundice,2," vomiting, itching",0.9
Jaundice,2," high_fever, itching",0.9
Jaundice,2," abdominal_pain,  dark_urine",0.9
Jaundice,2," high_fever,  yellowish_skin",0.9
Jaundice,2," yellowish_skin, itching",0.9
Jaundice,2," dark_urine,  weight_loss",0.9
Jaundice,2," fatigue, itching",0.9
Jaundice,2," weight_loss, itching",0.9
Jaundice,2," dark_urine,  fatigue",0.9
Jaundice,2," fatigue,  weight_loss",0.9
Jaundice,2," dark_urine,  vomiting",0.9
Jaundice,2," vomiting,  yellowish_skin",0.9
Jaundice,2," fatigue,  high_fever",0.9
Jaundice,2," fatigue,  yellowish_skin",0.9
Jaundice,2," vomiting,  weight_loss",0.9
Jaundice,2," abdominal_pain,  weight_loss",0.9
Jaundice,2," high_fever,  vomiting",0.9
Jaundice,2," abdominal_pain,  yellowish_skin",0.9
Jaundice,2," dark_urine, itching",0.9
Jaundice,2," abdominal_pain,  high_fever",0.9
Jaundice,2," abdominal_pain,  fatigue",0.9
Jaundice,2," abdominal_pain,  vomiting",0.9
Jaundice,2," fatigue,  vomiting",0.9
Jaundice,2," weight_loss,  yellowish_skin",0.9
Jaundice,2," high_fever,  weight_loss",0.9
Jaundice,2," dark_urine,  yellowish_skin",0.9
Jaundice,2," abdominal_pain, itching",0.9
Jaundice,2," dark_urine,  high_fever",0.9
Jaundice,2," vomiting, itching",0.9
Jaundice,2," high_fever, itching",0.9
Jaundice,2," abdominal_pain,  dark_urine",0.9
Jaundice,2," high_fever,  yellowish_skin",0.9
Jaundice,2," yellowish_skin, itching",0.9
Jaundice,2," dark_urine,  weight_loss",0.9
Jaundice,2," fatigue, itching",0.9
Jaundice,2," weight_loss, itching",0.9
Jaundice,2," dark_urine,  fatigue",0.9
Jaundice,2," fatigue,  weight_loss",0.9
Jaundice,3," dark_urine,  high_fever,  weight_loss",0.85
Jaundice,3," fatigue,  high_fever,  vomiting",0.85
Jaundice,3," abdominal_pain,  dark_urine, itching",0.85
Jaundice,3," abdominal_pain,  fatigue,  weight_loss",0.85
Jaundice,3," abdominal_pain,  fatigue,  vomiting",0.85
Jaundice,3," abdominal_pain,  weight_loss,  yellowish_skin",0.85
Jaundice,3," dark_urine,  weight_loss, itching",0.85
Jaundice,3," abdominal_pain,  high_fever,  weight_loss",0.85
Jaundice,3," vomiting,  weight_loss,  yellowish_skin",0.85
Jaundice,3," dark_urine,  vomiting,  yellowish_skin",0.85
Jaundice,3," fatigue,  vomiting,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  vomiting, itching",0.85
Jaundice,3," dark_urine,  vomiting, itching",0.85
Jaundice,3," abdominal_pain,  vomiting,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  fatigue,  high_fever",0.85
Jaundice,3," abdominal_pain,  fatigue,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  vomiting,  weight_loss",0.85
Jaundice,3," dark_urine,  fatigue, itching",0.85
Jaundice,3," abdominal_pain,  high_fever,  yellowish_skin",0.85
Jaundice,3," dark_urine,  high_fever, itching",0.85
Jaundice,3," dark_urine,  yellowish_skin, itching",0.85
Jaundice,3," high_fever,  vomiting,  yellowish_skin",0.85
Jaundice,3," fatigue,  high_fever,  weight_loss",0.85
Jaundice,3," fatigue,  weight_loss,  yellowish_skin",0.85
Jaundice,3," high_fever,  vomiting,  weight_loss",0.85
Jaundice,3," dark_urine,  fatigue,  high_fever",0.85
Jaundice,3," dark_urine,  fatigue,  yellowish_skin",0.85
Jaundice,3," dark_urine,  high_fever,  vomiting",0.85
Jaundice,3," abdominal_pain,  fatigue, itching",0.85
Jaundice,3," abdominal_pain,  high_fever,  vomiting",0.85
Jaundice,3," high_fever,  vomiting, itching",0.85
Jaundice,3," fatigue,  yellowish_skin, itching",0.85
Jaundice,3," abdominal_pain,  dark_urine,  fatigue",0.85
Jaundice,3," fatigue,  high_fever, itching",0.85
Jaundice,3," fatigue,  high_fever,  yellowish_skin",0.85
Jaundice,3," dark_urine,  fatigue,  weight_loss",0.85
Jaundice,3," dark_urine,  vomiting,  weight_loss",0.85
Jaundice,3," abdominal_pain,  dark_urine,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  dark_urine,  high_fever",0.85
Jaundice,3," fatigue,  vomiting, itching",0.85
Jaundice,3," vomiting,  weight_loss, itching",0.85
Jaundice,3," high_fever,  yellowish_skin, itching",0.85
Jaundice,3," fatigue,  weight_loss, itching",0.85
Jaundice,3," abdominal_pain,  dark_urine,  vomiting",0.85
Jaundice,3," vomiting,  yellowish_skin, itching",0.85
Jaundice,3," dark_urine,  fatigue,  vomiting",0.85
Jaundice,3," abdominal_pain,  high_fever, itching",0.85
Jaundice,3," dark_urine,  high_fever,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  yellowish_skin, itching",0.85
Jaundice,3," fatigue,  vomiting,  weight_loss",0.85
Jaundice,3," high_fever,  weight_loss,  yellowish_skin",0.85
Jaundice,3," high_fever,  weight_loss, itching",0.85
Jaundice,3," abdominal_pain,  dark_urine,  weight_loss",0.85
Jaundice,3," weight_loss,  yellowish_skin, itching",0.85
Jaundice,3," dark_urine,  weight_loss,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  weight_loss, itching",0.85
Jaundice,3," dark_urine,  high_fever,  weight_loss",0.85
Jaundice,3," fatigue,  high_fever,  vomiting",0.85
Jaundice,3," abdominal_pain,  dark_urine, itching",0.85
Jaundice,3," abdominal_pain,  fatigue,  weight_loss",0.85
Jaundice,3," abdominal_pain,  fatigue,  vomiting",0.85
Jaundice,3," abdominal_pain,  weight_loss,  yellowish_skin",0.85
Jaundice,3," dark_urine,  weight_loss, itching",0.85
Jaundice,3," abdominal_pain,  high_fever,  weight_loss",0.85
Jaundice,3," vomiting,  weight_loss,  yellowish_skin",0.85
Jaundice,3," dark_urine,  vomiting,  yellowish_skin",0.85
Jaundice,3," fatigue,  vomiting,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  vomiting, itching",0.85
Jaundice,3," dark_urine,  vomiting, itching",0.85
Jaundice,3," abdominal_pain,  vomiting,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  fatigue,  high_fever",0.85
Jaundice,3," abdominal_pain,  fatigue,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  vomiting,  weight_loss",0.85
Jaundice,3," dark_urine,  fatigue, itching",0.85
Jaundice,3," abdominal_pain,  high_fever,  yellowish_skin",0.85
Jaundice,3," dark_urine,  high_fever, itching",0.85
Jaundice,3," dark_urine,  yellowish_skin, itching",0.85
Jaundice,3," high_fever,  vomiting,  yellowish_skin",0.85
Jaundice,3," fatigue,  high_fever,  weight_loss",0.85
Jaundice,3," fatigue,  weight_loss,  yellowish_skin",0.85
Jaundice,3," high_fever,  vomiting,  weight_loss",0.85
Jaundice,3," dark_urine,  fatigue,  high_fever",0.85
Jaundice,3," dark_urine,  fatigue,  yellowish_skin",0.85
Jaundice,3," dark_urine,  high_fever,  vomiting",0.85
Jaundice,3," abdominal_pain,  fatigue, itching",0.85
Jaundice,3," abdominal_pain,  high_fever,  vomiting",0.85
Jaundice,3," high_fever,  vomiting, itching",0.85
Jaundice,3," fatigue,  yellowish_skin, itching",0.85
Jaundice,3," abdominal_pain,  dark_urine,  fatigue",0.85
Jaundice,3," fatigue,  high_fever, itching",0.85
Jaundice,3," fatigue,  high_fever,  yellowish_skin",0.85
Jaundice,3," dark_urine,  fatigue,  weight_loss",0.85
Jaundice,3," dark_urine,  vomiting,  weight_loss",0.85
Jaundice,3," abdominal_pain,  dark_urine,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  dark_urine,  high_fever",0.85
Jaundice,3," fatigue,  vomiting, itching",0.85
Jaundice,3," vomiting,  weight_loss, itching",0.85
